key,chosen_impact,title,relevance
OH-HB638-Y2020,None,"Facilitate communication between youth and GA on youth issues. ","(NLU)'Legislatures' => 'None', 'United States' => 'Location', 'United States House of Representatives' => 'None', 'Legislature' => 'None', 'Legislative Assembly' => 'None'"
OH-HB639-Y2020,Environment,"Regulate water utility curtailing or disconnecting water service. ","(NLU)'Water' => 'Environment', 'Drinking water' => 'Environment', 'Water industry' => 'Jobs', 'Public utility' => 'Environment', 'Public water system' => 'Environment'"
OH-HB64-Y2019,Transportation,"Designate the Catawba Island Township Veterans Memorial Highway. ","(NLU)'Ottawa County, Ohio' => 'Location', 'Veteran' => 'None', 'Catawba Island Township, Ottawa County, Ohio' => 'Unknown', 'Trustee' => 'None', 'U.S. Route 202' => 'Transportation'"
OH-HB640-Y2020,Healthcare,"Establish kinship caregivers- bill of rights. ","(NLU)'Family' => 'None', 'Appropriation' => 'None', 'Appropriation' => 'None', 'Caregiver' => 'Healthcare', 'Section' => 'None'"
OH-HB641-Y2020,Healthcare,"Authorize medical marijuana for autism spectrum disorder. ","(NLU)'Ulcerative colitis' => 'Healthcare', 'Traumatic brain injury' => 'Healthcare', 'Immune system' => 'Healthcare', 'AIDS' => 'Healthcare', 'Inflammatory bowel disease' => 'Healthcare'"
OH-HB642-Y2020,Safety,"Repeal crimes of trafficking and possession of cannabis. ","(NLU)'Criminal law' => 'None', 'Crime' => 'Safety', 'Federal Bureau of Investigation' => 'Safety', 'Conviction' => 'None', 'Plea' => 'None'"
OH-HB643-Y2020,Environment,"Create Outdoor Rx and Outdoor Learning Grant programs. ","(NLU)'Fundraising' => 'None', 'Grant' => 'None', 'Natural resource' => 'Environment', 'Natural environment' => 'Environment', 'Appropriation' => 'None'"
OH-HB644-Y2020,None,"Creates Loving State Index and Commission re:student success. ","(NLU)'High school' => 'Education', 'Kindergarten' => 'Education', 'Town' => 'None', 'Secondary education' => 'Education', 'Government' => 'None'"
OH-HB645-Y2020,Jobs,"Create auto enroll retirement savings for private employees. ","(NLU)'Investment' => 'Jobs', 'Saving' => 'None', 'Employment' => 'Jobs', 'Capital accumulation' => 'None', 'Internal Revenue Code' => 'Jobs'"
OH-HB646-Y2020,Healthcare,"Create pilot therapy program for certain at risk Cleveland youth. ","(NLU)'Health care' => 'Healthcare', 'Health care provider' => 'Healthcare', 'Population health' => 'Healthcare', 'Patient' => 'Healthcare', 'Community Health Center' => 'Healthcare'"
OH-HB647-Y2020,Safety,"Prohibits manufacture/sale of high capacity magazines. ","(NLU)'Police' => 'Safety', 'Law enforcement agency' => 'Safety', 'Federal Bureau of Investigation' => 'Safety', 'Law' => 'None', 'Law enforcement' => 'Safety'"
OH-HB648-Y2020,Jobs,"Regulates employee compensation by payroll card. ","(NLU)'Electronic funds transfer' => 'None', 'Payroll' => 'Jobs', 'Deposit insurance' => 'None', 'Money' => 'Jobs', 'Payment' => 'None'"
OH-HB649-Y2020,Healthcare,"Regards Department of Health rulemaking/testing authority. ","(NLU)'Infectious disease' => 'Healthcare', 'Health care' => 'Healthcare', 'Epidemiology' => 'Healthcare', 'Health care provider' => 'Healthcare', 'Medicine' => 'Healthcare'"
OH-HB65-Y2020,Healthcare,"Regards parental notice of risks to children receiving child care. ","(NLU)'Day care' => 'Healthcare', 'Childcare' => 'Healthcare', 'Babysitting' => 'None', 'Child care' => 'Healthcare', 'Insurance' => 'None'"
OH-HB650-Y2020,Healthcare,"Authorize medical marijuana for certain disorders. ","(NLU)'Ulcerative colitis' => 'Healthcare', 'Traumatic brain injury' => 'Healthcare', 'Immune system' => 'Healthcare', 'AIDS' => 'Healthcare', 'Inflammatory bowel disease' => 'Healthcare'"
OH-HB651-Y2020,None,"Require additional payment to certain school districts in 2020/21. ","(NLU)'School' => 'Education', 'High school' => 'Education', 'Fiscal year' => 'None', 'School choice' => 'Education', 'State education agency' => 'Education'"
OH-HB652-Y2020,None,"Regards nonconsensual distribution of explicit images. ","(NLU)'Law' => 'None', 'Misdemeanor' => 'None', 'Felony' => 'None', 'Function' => 'None', 'Tort' => 'None'"
OH-HB653-Y2020,None,"Regards interscholastic athletics. ","(NLU)'High school' => 'Education', 'United States' => 'Location', 'College' => 'Education', 'U.S. state' => 'None', 'State' => 'None'"
OH-HB654-Y2020,None,"Make interest-free loans to federal employees not being paid. ","(NLU)'U.S. state' => 'None', 'United States' => 'Location', 'Federal government of the United States' => 'None', 'United States Congress' => 'None', 'United States Constitution' => 'None'"
OH-HB655-Y2020,Healthcare,"Revise drug offense laws. ","(NLU)'Drug control law' => 'Healthcare', 'Controlled Substances Act' => 'Healthcare', 'Drug addiction' => 'Healthcare', 'Felony' => 'None', 'Cannabis' => 'Healthcare'"
OH-HB656-Y2020,Healthcare,"Cover hearing aids if under age 22. ","(NLU)'Audiology' => 'Healthcare', 'Hearing' => 'Healthcare', 'Medicaid' => 'Healthcare', 'Health insurance' => 'Healthcare', 'Otology' => 'Healthcare'"
OH-HB657-Y2020,Transportation,"Increase stopping distance from school bus. ","(NLU)'School bus' => 'Transportation', 'Bus' => 'Transportation', 'Tram' => 'Transportation', 'School' => 'Education', 'Child' => 'Safety'"
OH-HB658-Y2020,Safety,"Train school employees if authorized to carry firearms in schools. ","(NLU)'Explosive material' => 'Safety', 'Firearm' => 'Safety', 'Concealed carry in the United States' => 'Safety', 'Security guard' => 'None', 'Plastic explosive' => 'Safety'"
OH-HB659-Y2020,Safety,"Make confidential personal information of public service retirees. ","(NLU)'Public records' => 'None', 'Common law' => 'None', 'Public' => 'None', 'Law enforcement agency' => 'Safety', 'Mandamus' => 'None'"
OH-HB66-Y2020,None,"Enact Theft Victims- Restitution Act. ","(NLU)'Felony' => 'None', 'United States Capitol' => 'None', 'United States Senate' => 'None', 'Contract' => 'None', 'Misdemeanor' => 'None'"
OH-HB660-Y2020,Jobs,"Define theft offense-medical marijuana. ","(NLU)'Computer' => 'None', 'Computer program' => 'None', 'Computer software' => 'None', 'Machine code' => 'None', 'Computer programming' => 'Jobs'"
OH-HB661-Y2020,Jobs,"Train health care workers in human trafficking. ","(NLU)'Continuing education' => 'Education', 'Patent' => 'Jobs', 'Physician assistant' => 'Healthcare', 'Patent application' => 'Jobs', 'Medicine' => 'Healthcare'"
OH-HB662-Y2020,None,"Conduct fall 3rd grade English language assessment in November. ","(NLU)'High school' => 'Education', 'Superintendent' => 'None', 'State education agency' => 'Education', 'School district' => 'Education', 'School' => 'Education'"
OH-HB663-Y2020,Jobs,"Repeal prevailing wage law. ","(NLU)'Prison' => 'None', 'Money' => 'Jobs', 'Non-profit organization' => 'Jobs', 'Revenue bond' => 'None', 'Government' => 'None'"
OH-HB664-Y2020,Jobs,"Create Summit Metro Parks license plate. ","(NLU)'Ohio' => 'Location', 'High school' => 'Education', 'Internal Revenue Code' => 'Jobs', 'Charitable organization' => 'None', 'Non-profit organization' => 'Jobs'"
OH-HB665-Y2020,Healthcare,"Address agricultural societies and amusement ride safety. ","(NLU)'Amusement rides' => 'None', 'Inspection' => 'None', 'Pre-shipment inspection' => 'None', 'Christopher Nolan' => 'Healthcare', 'Insurance' => 'None'"
OH-HB666-Y2020,Healthcare,"Relates to sale and delivery of alcoholic beverages. ","(NLU)'Alcoholic beverage' => 'Healthcare', 'Alcohol' => 'Healthcare', 'Sales' => 'None', 'Supermarket' => 'None', 'Kefir' => 'None'"
OH-HB667-Y2020,Environment,"Make correction officer-s COVID-19 case an occupational disease. ","(NLU)'Coal' => 'Environment', 'Occupational diseases' => 'Healthcare', 'Pulmonology' => 'Healthcare', 'Police' => 'Safety', 'Sulfur dioxide' => 'Unknown'"
OH-HB668-Y2020,Environment,"Make first responder-s COVID-19 case an occupational disease. ","(NLU)'Coal' => 'Environment', 'Occupational diseases' => 'Healthcare', 'Pulmonology' => 'Healthcare', 'Medicine' => 'Healthcare', 'Police' => 'Safety'"
OH-HB669-Y2020,Healthcare,"Expands the definition of premises and sales for liquor permits. ","(NLU)'Alcoholic beverage' => 'Healthcare', 'Wine' => 'Healthcare', 'Alcohol' => 'Healthcare', 'Ethanol' => 'Transportation', 'Property' => 'None'"
OH-HB67-Y2020,Jobs,"Grant vet education credits for free spay and neuter services. ","(NLU)'Veterinarian' => 'Jobs', 'Veterinary medicine' => 'None', 'Money' => 'Jobs', 'Debt' => 'None', 'North Carolina State University' => 'Education'"
OH-HB670-Y2020,Jobs,"Reappropriate capital funds. ","(NLU)'Zürich' => 'Location', 'Prison' => 'None', 'Appropriation' => 'None', 'Youth detention center' => 'None', 'Infrastructure' => 'Jobs'"
OH-HB671-Y2020,Healthcare,"Place limits on public health orders. ","(NLU)'Infectious disease' => 'Healthcare', 'Epidemiology' => 'Healthcare', 'Pandemic' => 'Healthcare', 'Epidemic' => 'Healthcare', 'United States House of Representatives' => 'None'"
OH-HB672-Y2020,Jobs,"Consider COVID-19 effects-eligibility for unemployment benefits. ","(NLU)'Unemployment' => 'Jobs', 'Employment' => 'Jobs', 'Unemployment benefits' => 'Jobs', 'Ghent system' => 'Jobs', 'Madrasah' => 'None'"
OH-HB673-Y2020,Jobs,"Regards business, professions, education during COVID-19. ","(NLU)'Barber' => 'Jobs', 'Nursing' => 'Healthcare', 'Vaccination' => 'Healthcare', 'Pharmacy' => 'Healthcare', 'Pharmacy technician' => 'Healthcare'"
OH-HB674-Y2020,Healthcare,"Revises liquor laws. ","(NLU)'Alcoholic beverage' => 'Healthcare', 'Food industry' => 'Jobs', 'Food' => 'None', 'Food processing' => 'Jobs', 'Beer' => 'Healthcare'"
OH-HB675-Y2020,Jobs,"Relates to Clean Ohio Program. ","(NLU)'Money' => 'Jobs', 'Ohio' => 'Location', 'Payment' => 'None', 'The Clean' => 'None', 'Appropriation' => 'None'"
OH-HB676-Y2020,None,"Create state and local government accountability appeal boards. ","(NLU)'Appeal' => 'None', 'Court' => 'None', 'Dispute resolution' => 'None', 'Board of directors' => 'None', 'Lawsuit' => 'None'"
OH-HB677-Y2020,Transportation,"Designate Highway Patrol MCEI Kimra Skelton Memorial Highway. ","(NLU)'Interstate Highway System' => 'Transportation', 'Texas' => 'Location', 'Ohio' => 'Location', 'Freeway' => 'Transportation', 'New York State Thruway' => 'Transportation'"
OH-HB678-Y2020,Transportation,"Designate Sergeant Frederick A. Raby Highway. ","(NLU)'Interstate Highway System' => 'Transportation', 'Freeway' => 'Transportation', 'Interstate 90' => 'Transportation', 'Maryland' => 'Location', 'Ohio' => 'Location'"
OH-HB679-Y2020,Healthcare,"Establish/modify requirements for telehealth services. ","(NLU)'Health care' => 'Healthcare', 'Dentistry' => 'Healthcare', 'Dental therapist' => 'Healthcare', 'Dental assistant' => 'Healthcare', 'Hospital' => 'Healthcare'"
OH-HB68-Y2019,Healthcare,"Prohibit abortion if detectable heartbeat. ","(NLU)'Pregnancy' => 'Healthcare', 'Fetus' => 'Healthcare', 'Embryo' => 'Healthcare', 'Abortion' => 'Healthcare', 'Medicine' => 'Healthcare'"
OH-HB680-Y2020,None,"G.A. consent-alternative election process during health emergency. ","(NLU)'Elections' => 'None', 'Election' => 'None', 'Voting system' => 'None', 'General election' => 'None', 'Voting' => 'None'"
OH-HB681-Y2020,Healthcare,"Require health insurance reimburse dentists for PPE. ","(NLU)'Health care' => 'Healthcare', 'Health insurance' => 'Healthcare', 'Health economics' => 'Healthcare', 'Medicaid' => 'Healthcare', 'Personal protective equipment' => 'Healthcare'"
OH-HB682-Y2020,Healthcare,"Provide only General Assembly can require face masks. ","(NLU)'Legislature' => 'None', 'Plurality voting system' => 'None', 'Masks' => 'Healthcare', 'Ohio' => 'Location', 'United States House of Representatives' => 'None'"
OH-HB683-Y2020,None,"Create scholarships-military children attend nonpublic school. ","(NLU)'High school' => 'Education', 'Educational years' => 'Education', 'School types' => 'Education', 'Assessment' => 'None', 'Ninth grade' => 'Education'"
OH-HB684-Y2020,None,"Improve operation of primary and secondary schools. ","(NLU)'High school' => 'Education', 'Educational years' => 'Education', 'Secondary education' => 'Education', 'Assessment' => 'None', 'Ninth grade' => 'Education'"
OH-HB685-Y2020,None,"Regards eligibility for publicly funded child care. ","(NLU)'The Caretaker' => 'None', 'Determination' => 'None', 'Wadge hierarchy' => 'None', 'Helen Jones-Kelley' => 'None', 'Self-determination' => 'None'"
OH-HB686-Y2020,None,"Waive state testing/exemption from report cards. ","(NLU)'High school' => 'Education', 'School' => 'Education', 'School types' => 'Education', 'California Institute of Technology' => 'Education', 'Secondary education' => 'Education'"
OH-HB687-Y2020,None,"Change election laws. ","(NLU)'Elections' => 'None', 'Election' => 'None', 'Voter turnout' => 'None', 'Voter registration' => 'None', 'Voting' => 'None'"
OH-HB688-Y2020,Jobs,"Create three high school license plates. ","(NLU)'Ohio' => 'Location', 'High school' => 'Education', 'Internal Revenue Code' => 'Jobs', 'Charitable organization' => 'None', 'Non-profit organization' => 'Jobs'"
OH-HB689-Y2020,Transportation,"Designates SGT Joseph P. Collette Memorial Highway. ","(NLU)'Motorway' => 'Transportation', 'Road' => 'Transportation', 'Freeway' => 'Transportation', 'Autobahn' => 'Transportation', 'Infrastructure' => 'Jobs'"
OH-HB69-Y2019,Safety,"Require publicly accessible child abuse registry. ","(NLU)'Crime' => 'Safety', 'Lawyer' => 'None', 'Prosecution' => 'None', 'Attorneys general' => 'None', 'Federal Bureau of Investigation' => 'Safety'"
OH-HB690-Y2020,None,"Prepare human impact statement when amend criminal law. ","(NLU)'Criminal law' => 'None', 'Legislatures' => 'None', 'United States Senate' => 'None', 'Legislature' => 'None', 'Ethnic group' => 'Racial'"
OH-HB691-Y2020,Healthcare,"Include Medicaid Managed Care Organizations in prompt pay. ","(NLU)'Managed care' => 'Healthcare', 'Health care' => 'Healthcare', 'Money' => 'Jobs', 'Medicaid' => 'Healthcare', 'Credit card' => 'None'"
OH-HB692-Y2020,Healthcare,"Execute wills and other death-relevant documents electronically. ","(NLU)'Health care' => 'Healthcare', 'Common law' => 'None', 'Legal terms' => 'None', 'Power of attorney' => 'None', 'Wills and trusts' => 'None'"
OH-HB693-Y2020,Jobs,"Prohibit schools opening before Wednesday after Labor Day 2020. ","(NLU)'High school' => 'Education', 'Education' => 'Education', 'School' => 'Education', 'Vocational school' => 'Jobs'"
OH-HB694-Y2020,Jobs,"Establish Permanent Replacement Housing Program. ","(NLU)'Renting' => 'None', 'Construction' => 'Jobs', 'Appropriation' => 'None', 'Appropriation' => 'None', 'Leasing' => 'None'"
OH-HB695-Y2020,Environment,"Set baseline legislative pay at Ohio median household income. ","(NLU)'Renewable energy' => 'Environment', 'United States House of Representatives' => 'None', 'Household income in the United States' => 'Jobs', 'Hydroelectricity' => 'Environment', 'Supreme Court of the United States' => 'None'"
OH-HB696-Y2020,None,"Regards career information and career-technical education. ","(NLU)'High school' => 'Education', 'Grade' => 'None', 'Secondary education' => 'Education', 'University of Cambridge' => 'Education', 'Higher education' => 'Education'"
OH-HB697-Y2020,None,"Regards 2020-21 College Opportunity Grants. ","(NLU)'University' => 'Education', 'Higher education' => 'Education', 'College' => 'Education', 'Education' => 'Education', 'Ohio' => 'Location'"
OH-HB698-Y2020,Safety,"Regards addiction treatment and drug possession and trafficking. ","(NLU)'Crime' => 'Safety', 'Police' => 'Safety', 'Criminology' => 'Safety', 'Sheriff' => 'Safety', 'Constable' => 'None'"
OH-HB699-Y2020,Healthcare,"Regards prescription opiate abuse. ","(NLU)'Opioid' => 'Healthcare', 'Drug addiction' => 'Healthcare', 'Morphine' => 'Healthcare', 'Drug' => 'Healthcare', 'Heroin' => 'Healthcare'"
OH-HB7-Y2019,Environment,"Create water quality protection and preservation programs. ","(NLU)'Water management' => 'Environment', 'Water' => 'Environment', 'Water supply' => 'Environment', 'Internal Revenue Code' => 'Jobs', 'Fiscal year' => 'None'"
OH-HB70-Y2019,None,"Adopt compact to elect President by national popular vote. ","(NLU)'President of the United States' => 'Unknown', 'Vice President of the United States' => 'None', 'Washington, D.C.' => 'Location', 'Electoral College' => 'None', 'Thomas Jefferson' => 'None'"
