key,chosen_impact,title,summary,relevance
OH-HB544-Y2020,Jobs,"Creates Cuyahoga Valley Scenic Railroad license plate. ","To amend section and to enact section of the Revised Code to create the _Cuyahoga Valley Scenic Railroad_ license plate. ","(NLU)'Ohio' => 'Location', 'High school' => 'Education', 'Internal Revenue Code' => 'Jobs', 'Charitable organization' => 'None', 'Non-profit organization' => 'Jobs'"
OH-HB545-Y2020,Environment,"Establish conditions for sale of brine as a commodity. ","To enact section of the Revised Code to establish conditions and requirements for the sale of brine from oil or gas operations as a commodity and to exempt that commodity from requirements otherwise applicable to brine. ","(NLU)'Volatile organic compound' => 'Environment', 'Requirement' => 'None', 'Sale' => 'None', 'The Sale' => 'None', 'Water' => 'Environment'"
OH-HB546-Y2020,Transportation,"Alter definitions-hybrid/plug-in vehicles/halve registration fee. ","To amend sections of the Revised Code to alter the definitions of _plug-in electric motor vehicle_ and _hybrid motor vehicle_ under the motor vehicle law and to halve the additional registration fees for those two types of motor vehicles. ","(NLU)'Vehicle' => 'Transportation', 'Gross vehicle weight rating' => 'Transportation', 'Vehicles' => 'Transportation', 'Automobile' => 'Transportation', 'Vehicle law' => 'Transportation'"
OH-HB547-Y2020,Healthcare,"Restrict cost sharing-occupational/physical therapists. ","To enact sections of the Revised Code to restrict cost sharing requirements with regard to occupational and physical therapists. ","(NLU)'Therapy' => 'Healthcare', 'Healthcare occupations' => 'Jobs', 'Health insurance' => 'Healthcare', 'Physical therapy' => 'Healthcare', 'Allied Health Professions' => 'Healthcare'"
OH-HB548-Y2020,Healthcare,"Designate Sarcoidosis Awareness Month. ","To enact section of the Revised Code to designate April as _Sarcoidosis Awareness Month._. ","(NLU)'Lymphatic system' => 'Healthcare', 'Akron, Ohio' => 'Location', 'Ohio' => 'Location', 'State' => 'None', 'Lymph node' => 'Healthcare'"
OH-HB549-Y2020,Safety,"Regards operation/accountability of community schools. ","To amend sections and to enact sections of the Revised Code regarding the operation, management, and accountability of community schools. ","(NLU)'Public records' => 'None', 'Common law' => 'None', 'Public' => 'None', 'Mandamus' => 'None', 'Law enforcement agency' => 'Safety'"
OH-HB55-Y2019,Environment,"Require oil and gas well royalty statements. ","To amend sections of the Revised Code to require the owner of an oil or gas well to provide a royalty statement to the royalty interest holder when the owner makes payment to the holder. ","(NLU)'Petroleum' => 'Environment', 'Cubic foot' => 'None', 'Barrel' => 'None', 'Natural gas' => 'Environment', 'Imperial units' => 'Unknown'"
OH-HB550-Y2020,Healthcare,"Change motorcycle safety and education program. ","To amend section of the Revised Code to make changes to the laws related to the motorcycle safety and education program. ","(NLU)'Corporation' => 'None', 'Christopher Nolan' => 'Healthcare', 'Management' => 'None', 'Education' => 'Education', 'Teacher' => 'Jobs'"
OH-HB551-Y2020,Healthcare,"Change laws relating to euthanasia of animals. ","To amend sections of the Revised Code to prohibit an animal shelter from using a gas chamber to euthanize an animal and to make changes to the law governing euthanasia of an animal by lethal injection. ","(NLU)'Emergency medical services' => 'Healthcare', 'Pharmacology' => 'Healthcare', 'Drug addiction' => 'Healthcare', 'Emergency medical technician' => 'Healthcare', 'Health care' => 'Healthcare'"
OH-HB552-Y2020,Safety,"Regards parole for offenders who committed offense when under 18. ","To amend sections and to enact sections of the Revised Code regarding a bar against a sentence of life without parole, and special parole dates, for offenders who committed the offense when under age 18. ","(NLU)'Supreme Court of the United States' => 'None', 'Life imprisonment' => 'Safety', 'Murder' => 'Safety', 'Jury' => 'None', 'Criminal law' => 'None'"
OH-HB553-Y2020,Environment,"Specify open hunting of coyotes. ","To amend sections of the Revised Code to specify that a fur taker permit is not required to hunt or trap coyotes and to specify that there is no closed season for hunting or trapping coyotes. ","(NLU)'Hunting' => 'None', 'Centrarchidae' => 'None', 'Smallmouth bass' => 'Environment', 'Ameiurus' => 'None', 'Fish' => 'None'"
OH-HB554-Y2020,Healthcare,"Authorize pregnant minor to consent to health care. ","To enact section of the Revised Code to authorize a pregnant minor to consent to receive health care to maintain or improve her life or the life of the unborn child she is carrying. ","(NLU)'Health care' => 'Healthcare', 'Medicine' => 'Healthcare', 'Pregnancy' => 'Healthcare', 'Child abuse' => 'Safety', 'Neglect' => 'Safety'"
OH-HB555-Y2020,Safety,"Change child support laws with regard to caretakers. ","To amend ; to enact ; and to repeal section of the Revised Code to make changes to child support laws with regard to caretakers. ","(NLU)'Child custody' => 'Safety', 'Child support' => 'Safety', 'Divorce' => 'None', 'Appeal' => 'None', 'Marriage' => 'None'"
OH-HB556-Y2020,Healthcare,"Provide benefits for first responders with PTSD. ","To amend section and to enact sections of the Revised Code concerning compensation, medical benefits, and disability retirement for peace officers, firefighters, and emergency medical workers diagnosed with post-traumatic stress disorder arising from employment without an accompanying physical injury. ","(NLU)'Emergency medical technician' => 'Healthcare', 'Emergency medical services' => 'Healthcare', 'Firefighter' => 'Safety', 'Posttraumatic stress disorder' => 'Healthcare', 'Emergency management' => 'Safety'"
OH-HB557-Y2020,Healthcare,"Allow public bodies-video meetings during health emergency. ","To enact section of the Revised Code to authorize public bodies to meet via teleconference and video conference during a public health state of emergency as declared by the Governor, and to declare an emergency. ","(NLU)'Epidemiology' => 'Healthcare', 'Meeting' => 'None', 'Teleconference' => 'Jobs', 'Meetings' => 'None', 'Ohio' => 'Location'"
OH-HB558-Y2020,Safety,"Child abuse in military families-report to military authorities. ","To amend sections and to enact section of the Revised Code to require public children services agencies to report child abuse or neglect in military families to the appropriate military authorities. ","(NLU)'Child abuse' => 'Safety', 'Health care' => 'Healthcare', 'Health care provider' => 'Healthcare', 'Neglect' => 'Safety', 'Reasonable person' => 'None'"
OH-HB559-Y2020,Jobs,"Allow certain hunting/fishing without permit or free permit. ","To amend sections of the Revised Code to generally allow the grandchildren of a landowner to hunt or fish on the landowner-s property without obtaining certain hunting or fishing licenses or permits and to allow certain partially disabled veterans to receive free hunting or fishing licenses or permits. ","(NLU)'Hunting' => 'None', 'Limited liability partnership' => 'Jobs', 'Limited liability company' => 'Jobs', 'Corporation' => 'None', 'Wild Turkey' => 'None'"
OH-HB56-Y2019,Jobs,"Allocate kilowatt-hour excise tax for mine reclamation/safety. ","To amend sections of the Revised Code to allocate % of kilowatt-hour excise tax revenue for mine reclamation, mine drainage abatement, and mine safety. ","(NLU)'Coal mining' => 'Jobs', 'Surface Mining Control and Reclamation Act of 1977' => 'Environment', 'Coal' => 'Environment', 'Kilowatt hour' => 'None', 'Land reclamation' => 'Unknown'"
OH-HB560-Y2020,Safety,"Modify the law governing elections. ","To amend ; to amend, for the purpose of adopting a new section number as indicated in parentheses, ; to enact new ; and to repeal sections of the Revised Code to modify the law governing voter registration and the method of conducting elections. ","(NLU)'Public records' => 'None', 'Law enforcement agency' => 'Safety', 'Elections' => 'None', 'Voter registration' => 'None', 'Voter turnout' => 'None'"
OH-HB561-Y2020,Healthcare,"Suspend physician assistant practice requirements. ","To suspend the requirement that a physician assistant practice with supervision and to declare an emergency. ","(NLU)'Health care' => 'Healthcare', 'Medicine' => 'Healthcare', 'Health' => 'Healthcare', 'Public health' => 'Healthcare', 'Physician assistant' => 'Healthcare'"
OH-HB562-Y2020,None,"Prohibit eviction and foreclosure during COVID-19. ","To prohibit foreclosure activity and the eviction of residential and commercial tenants during the state of emergency declared regarding COVID-19, to refer such proceedings caused by the state of emergency to mediation, and to declare an emergency. ","(NLU)'Law' => 'None', 'Pleading' => 'None', 'Foreclosure' => 'None', 'Ohio' => 'Location', 'Complaint' => 'None'"
OH-HB563-Y2020,Safety,"Require notice of EMT transport of contagious patient. ","To amend sections and to enact sections of the Revised Code to require prompt notification of an emergency medical services worker who has treated or transported a patient who is presumptively positive for a contagious or infectious disease and to declare an emergency. ","(NLU)'Public records' => 'None', 'Common law' => 'None', 'Public' => 'None', 'Mandamus' => 'None', 'Law enforcement agency' => 'Safety'"
OH-HB564-Y2020,Environment,"Prevent utility disruption during COVID-19. ","To prevent the disruption of utility service during the state of emergency declared regarding COVID-19 and to declare an emergency. ","(NLU)'Public utility' => 'Environment', 'Public utilities' => 'Environment', 'Public utilities commission' => 'Environment', 'Natural gas' => 'Environment', 'State of emergency' => 'Safety'"
OH-HB565-Y2020,Jobs,"Extend income tax filing deadline. ","To extend the filing and payment dates for state, municipal, and school district income taxes by the same period as any federal income tax extension granted in response to the COVID-19 disease outbreak and to declare an emergency. ","(NLU)'Tax' => 'None', 'Income tax in the United States' => 'Jobs', 'Taxation in the United States' => 'None', 'Income tax' => 'Jobs', 'Tax refund' => 'None'"
OH-HB566-Y2020,None,"Increase local government fund distribution. ","To amend Section of H.B. 166 of the 133rd General Assembly to increase the percentage of revenue to the General Revenue Fund distributed to the Local Government Fund and to declare an emergency. ","(NLU)'Property tax' => 'None', 'Real estate' => 'None', 'Homestead exemption' => 'None', 'Tax' => 'None', 'Taxation' => 'None'"
